links,account,accountingbook,accountingperiod,activitydate,amount,customtype,entity,location,subsidiary,transactiontype,item,quantity,salesrep,department
[],52,1,21,2/1/2022,-2197.96,-1,,,25,Journal,,,,
[],52,1,52,12/1/2021,-1974.1,-1,,,25,Journal,,,,
[],52,1,21,2/28/2022,2197.96,-1,,,25,Journal,,,,
[],52,1,22,3/1/2022,-2197.96,-1,,,25,Journal,,,,
[],52,1,42,4/30/2021,1974.1,-1,,,25,Journal,,,,
[],52,1,43,5/1/2021,-1974.1,-1,,,25,Journal,,,,
[],52,1,51,11/30/2021,1974.1,-1,,,25,Journal,,,,
[],52,1,20,1/31/2022,19655.92,-1,,,3,Journal,,,,
[],52,1,21,2/1/2022,-19655.92,-1,,,3,Journal,,,,
[],52,1,20,1/1/2022,-60514,-1,,,22,Journal,,,,
[],52,1,22,3/31/2022,19655.92,-1,,,3,Journal,,,,
[],52,1,24,4/1/2022,-19655.92,-1,,,3,Journal,,,,
[],52,1,21,2/28/2022,19655.92,-1,,,3,Journal,,,,
[],52,1,24,4/1/2022,-60514,-1,,,22,Journal,,,,
[],52,1,52,12/1/2021,-25239.67,-1,,,14,Journal,,,,
[],52,1,20,1/31/2022,473029.93,-1,,,14,Journal,,,,
[],52,1,21,2/1/2022,-473460.43,-1,,,14,Journal,,,,
[],52,1,48,9/1/2021,-25239.67,-1,,,14,Journal,,,,
[],52,1,48,9/30/2021,25239.67,-1,,,14,Journal,,,,
[],52,1,50,10/1/2021,-25239.67,-1,,,14,Journal,,,,
[],52,1,52,12/31/2021,26489.96,-1,,,14,Journal,,,,
[],52,1,50,10/31/2021,25239.67,-1,,,14,Journal,,,,
[],52,1,51,11/1/2021,-25239.67,-1,,,14,Journal,,,,
[],52,1,51,11/30/2021,25239.67,-1,,,14,Journal,,,,
[],52,1,43,5/31/2021,-106898.3,-1,,,21,Journal,,,,
[],52,1,44,6/1/2021,106898.3,-1,,,21,Journal,,,,
[],52,1,47,8/31/2021,-106898.3,-1,,,21,Journal,,,,
[],52,1,48,9/1/2021,106898.3,-1,,,21,Journal,,,,
[],52,1,50,10/31/2021,-106898.3,-1,,,21,Journal,,,,
[],52,1,51,11/1/2021,106898.3,-1,,,21,Journal,,,,
[],52,1,21,2/28/2022,-139536.75,-1,,,23,Journal,,,,
[],52,1,22,3/1/2022,139536.75,-1,,,23,Journal,,,,
[],52,1,44,6/30/2021,-106898.3,-1,,,21,Journal,,,,
[],52,1,46,7/1/2021,106898.3,-1,,,21,Journal,,,,
[],52,1,20,1/1/2022,-2197.96,-1,,,25,Journal,,,,
[],52,1,38,1/31/2021,-106898.3,-1,,,21,Journal,,,,
[],52,1,39,2/1/2021,106898.3,-1,,,21,Journal,,,,
[],52,1,46,7/31/2021,-106898.3,-1,,,21,Journal,,,,
[],52,1,47,8/1/2021,106898.3,-1,,,21,Journal,,,,
[],52,1,52,12/31/2021,-20582.45,-1,,,21,Journal,,,,
[],52,1,20,1/31/2022,-137370.29,-1,,,21,Journal,,,,
[],52,1,22,3/31/2022,-139536.75,-1,,,23,Journal,,,,
[],52,1,24,4/1/2022,139536.75,-1,,,23,Journal,,,,
[],52,1,51,11/30/2021,-106898.3,-1,,,21,Journal,,,,
[],52,1,52,12/1/2021,106898.3,-1,,,21,Journal,,,,
[],52,1,20,1/31/2022,-153053.13,-1,,,23,Journal,,,,
[],52,1,21,2/1/2022,139536.75,-1,,,23,Journal,,,,
[],52,1,21,2/1/2022,137370.29,-1,,,21,Journal,,,,
[],52,1,21,2/28/2022,-137370.29,-1,,,21,Journal,,,,
[],52,1,22,3/1/2022,137370.29,-1,,,21,Journal,,,,
[],52,1,22,3/31/2022,-137370.29,-1,,,21,Journal,,,,
[],52,1,24,4/1/2022,137370.29,-1,,,21,Journal,,,,
[],52,1,39,2/28/2021,-106898.3,-1,,,21,Journal,,,,
[],52,1,40,3/1/2021,106898.3,-1,,,21,Journal,,,,
[],52,1,42,4/30/2021,-106898.3,-1,,,21,Journal,,,,
[],52,1,43,5/1/2021,106898.3,-1,,,21,Journal,,,,
[],52,1,48,9/30/2021,-106898.3,-1,,,21,Journal,,,,
[],52,1,50,10/1/2021,106898.3,-1,,,21,Journal,,,,
[],52,1,20,1/1/2022,153053.13,-1,,,23,Journal,,,,
[],52,1,40,3/31/2021,-106898.3,-1,,,21,Journal,,,,
[],52,1,42,4/1/2021,106898.3,-1,,,21,Journal,,,,
[],52,1,39,2/28/2021,-2717646.06,-1,,,12,Journal,,,,
[],52,1,40,3/1/2021,2717646.06,-1,,,12,Journal,,,,
[],52,1,25,5/31/2022,-3633485.78,-1,,,5,Journal,,,,
[],52,1,20,1/31/2022,52239.93,-1,,,11,Journal,,,,
[],52,1,21,2/1/2022,-52239.93,-1,,,11,Journal,,,,
[],52,1,20,1/31/2022,434405.19,-1,,,13,Journal,,,,
[],52,1,21,2/1/2022,-436019.74,-1,,,13,Journal,,,,
[],52,1,25,5/31/2022,876049.14,-1,,,20,Journal,,,,
[],52,1,25,5/31/2022,-167027.96,-1,,,4,Journal,,,,
[],52,1,25,5/31/2022,-139536.75,-1,,,23,Journal,,,,
[],52,1,39,2/28/2021,-2425448.25,-1,,,16,Journal,,,,
[],52,1,40,3/1/2021,2425448.25,-1,,,16,Journal,,,,
[],52,1,40,3/31/2021,-2425448.25,-1,,,16,Journal,,,,
[],52,1,48,9/1/2021,-1974.1,-1,,,25,Journal,,,,
[],52,1,38,1/31/2021,-2425448.25,-1,,,16,Journal,,,,
[],52,1,39,2/1/2021,2425448.25,-1,,,16,Journal,,,,
[],52,1,22,3/1/2022,-19655.92,-1,,,3,Journal,,,,
[],52,1,20,1/1/2022,-19655.92,-1,,,3,Journal,,,,
[],52,1,42,4/1/2021,2425448.25,-1,,,16,Journal,,,,
[],52,1,50,10/31/2021,-2425448.25,-1,,,16,Journal,,,,
[],52,1,51,11/1/2021,2425448.25,-1,,,16,Journal,,,,
[],52,1,52,12/1/2021,2425448.25,-1,,,16,Journal,,,,
[],52,1,48,9/1/2021,2425448.25,-1,,,16,Journal,,,,
[],52,1,48,9/30/2021,-2425448.25,-1,,,16,Journal,,,,
[],52,1,50,10/1/2021,2425448.25,-1,,,16,Journal,,,,
[],52,1,51,11/30/2021,-2425448.25,-1,,,16,Journal,,,,
[],52,1,44,6/30/2021,-2425448.25,-1,,,16,Journal,,,,
[],52,1,20,1/31/2022,-4116811.55,-1,,,16,Journal,,,,
[],52,1,21,2/1/2022,4113003.71,-1,,,16,Journal,,,,
[],52,1,22,3/1/2022,4113003.71,-1,,,16,Journal,,,,
[],52,1,22,3/31/2022,-4113003.71,-1,,,16,Journal,,,,
[],52,1,21,2/28/2022,-4113003.71,-1,,,16,Journal,,,,
[],52,1,52,12/31/2021,-2308510,-1,,,16,Journal,,,,
[],52,1,20,1/1/2022,4116811.55,-1,,,16,Journal,,,,
[],52,1,21,2/28/2022,-167027.96,-1,,,4,Journal,,,,
[],52,1,22,3/1/2022,167027.96,-1,,,4,Journal,,,,
[],52,1,20,1/31/2022,-174265.68,-1,,,4,Journal,,,,
[],52,1,21,2/1/2022,167027.96,-1,,,4,Journal,,,,
[],52,1,65,8/30/2023,0,-1,,,34,Journal,,,,
[],52,1,65,8/30/2023,0,-1,,,47,Journal,,,,
[],52,1,21,2/28/2022,160928.91,-1,,,6,Journal,,,,
[],52,1,20,1/1/2022,-143900.49,-1,,,6,Journal,,,,
[],52,1,38,1/31/2021,25239.67,-1,,,14,Journal,,,,
[],52,1,39,2/1/2021,-25239.67,-1,,,14,Journal,,,,
[],52,1,22,3/31/2022,160928.91,-1,,,6,Journal,,,,
[],52,1,24,4/1/2022,-160928.91,-1,,,6,Journal,,,,
[],52,1,22,3/1/2022,-160928.91,-1,,,6,Journal,,,,
[],52,1,39,2/28/2021,25239.67,-1,,,14,Journal,,,,
[],52,1,20,1/31/2022,160928.91,-1,,,6,Journal,,,,
[],52,1,21,2/1/2022,-160928.91,-1,,,6,Journal,,,,
[],52,1,46,7/31/2021,-2425448.25,-1,,,16,Journal,,,,
[],52,1,47,8/1/2021,2425448.25,-1,,,16,Journal,,,,
[],52,1,43,5/31/2021,-2425448.25,-1,,,16,Journal,,,,
[],52,1,44,6/1/2021,2425448.25,-1,,,16,Journal,,,,
[],52,1,46,7/1/2021,2425448.25,-1,,,16,Journal,,,,
[],52,1,44,6/30/2022,0,-1,,,16,Journal,,,,
[],52,1,47,8/31/2021,-2425448.25,-1,,,16,Journal,,,,
[],52,1,42,4/30/2021,-2425448.25,-1,,,16,Journal,,,,
[],52,1,43,5/1/2021,2425448.25,-1,,,16,Journal,,,,
[],52,1,21,2/28/2022,19111.22,-1,,,2,Journal,,,,
[],52,1,22,3/1/2022,-19111.22,-1,,,2,Journal,,,,
[],52,1,20,1/31/2022,-10415.37,-1,,,17,Journal,,,,
[],52,1,21,2/1/2022,10415.37,-1,,,17,Journal,,,,
[],52,1,21,2/28/2022,-10415.37,-1,,,17,Journal,,,,
[],52,1,22,3/1/2022,10415.37,-1,,,17,Journal,,,,
[],52,1,22,3/31/2022,-10415.37,-1,,,17,Journal,,,,
[],52,1,24,4/1/2022,10415.37,-1,,,17,Journal,,,,
[],52,1,20,1/1/2022,10415.37,-1,,,17,Journal,,,,
[],52,1,22,3/31/2022,19111.22,-1,,,2,Journal,,,,
[],52,1,24,4/1/2022,-19111.22,-1,,,2,Journal,,,,
[],52,1,20,1/31/2022,19111.22,-1,,,2,Journal,,,,
[],52,1,21,2/1/2022,-19111.22,-1,,,2,Journal,,,,
[],52,1,24,4/1/2022,4113003.71,-1,,,16,Journal,,,,
[],52,1,20,1/1/2022,-19111.22,-1,,,2,Journal,,,,
[],53,1,34,12/1/2022,161566.4,-1,,,40,Journal,,,,
[],53,1,70,12/1/2023,-19486.75,-1,,,40,Journal,,,,
[],53,1,34,12/5/2022,-22.95,-1,,,40,Journal,,,,
[],53,1,56,1/31/2023,160034.96,-1,,,40,Journal,,,,
[],53,1,34,12/31/2022,-161502.97,-1,,,40,Journal,,,,
[],53,1,61,5/3/2023,0,-1,,,40,Journal,,,,
[],53,1,61,5/4/2023,0,-1,,,40,Journal,,,,
[],53,1,34,12/7/2022,-40.48,-1,,,40,Journal,,,,
[],54,1,26,6/2/2022,0,-1,2739,9,4,CustInvc,113,0,,
[],54,1,114,4/7/2025,0,-1,,,6,Journal,,,,
[],54,1,97,5/2/2024,-20,-1,658143,116,22,CustInvc,179,-1,,
[],54,1,96,4/30/2024,750,-1,,,4,Journal,,,,
[],54,1,97,5/14/2024,-750,-1,1825,11,6,CustInvc,169,-1,,
[],54,1,97,5/8/2024,-15,-1,659148,109,34,CustInvc,172,-1,,
[],54,1,96,4/30/2024,38.75,-1,,,34,Journal,,,,
[],54,1,97,5/9/2024,-750,-1,594295,15,15,CustInvc,165,-1,,
[],54,1,96,4/30/2024,565,-1,,,22,Journal,,,,
[],54,1,97,5/28/2024,-14,-1,1939,15,15,CustInvc,181,-1,,
[],54,1,97,5/8/2024,-15,-1,653735,11,6,CustInvc,172,-1,,
[],54,1,97,5/7/2024,-23.75,-1,514931,109,34,CustInvc,162,-95,,
[],54,1,97,5/7/2024,-15,-1,514931,109,34,CustInvc,172,-1,,
[],54,1,96,4/30/2024,6312,-1,,,15,Journal,,,,
[],54,1,97,5/8/2024,-64.75,-1,255185,109,34,CustInvc,162,-259,,
[],54,1,96,4/30/2024,15,-1,,,35,Journal,,,,
[],54,1,97,5/10/2024,-500,-1,352336,116,22,CustInvc,161,-1,,
[],54,1,94,3/21/2024,-8,-1,1947,110,35,CustInvc,182,-1,,
[],54,1,94,3/21/2024,-15,-1,1947,110,35,CustInvc,183,-1,,
[],54,1,94,3/8/2024,0,-1,,,6,Journal,,,,
[],54,1,94,3/26/2024,-750,-1,352336,15,15,CustInvc,158,-1,,
[],54,1,94,3/13/2024,0,-1,,,15,Journal,,,,
[],54,1,93,2/12/2024,750,-1,,,6,Journal,,,,
[],54,1,92,1/9/2024,750,-1,,,6,Journal,,,,
[],54,1,92,1/31/2024,2265,-1,,,15,Journal,,,,
[],54,1,93,2/29/2024,3750,-1,,,15,Journal,,,,
[],54,1,94,3/14/2024,0,-1,138620,109,34,CustInvc,162,0,,
[],54,1,70,12/7/2023,-750,-1,1825,11,6,CustInvc,158,-1,,
[],54,1,70,12/19/2023,-750,-1,569680,15,15,CustInvc,158,-1,,
[],54,1,70,12/5/2023,-30,-1,194255,14,16,CustInvc,176,-2,,
[],54,1,69,11/30/2023,750,-1,,,6,Journal,,,,
[],54,1,70,12/8/2023,-15,-1,392659,7,22,CustInvc,172,-1,,
[],54,1,69,11/22/2023,-15,-1,545050,109,34,CustInvc,172,-1,,
[],54,1,70,12/6/2023,-1000,-1,1336,7,22,CustInvc,161,-2,,
[],54,1,69,11/30/2023,58.25,-1,,,34,Journal,,,,
[],54,1,70,12/14/2023,-1250,-1,409273,114,42,CustInvc,169,-2,,
[],54,1,70,12/20/2023,-20,-1,570682,15,15,CustInvc,177,-1,,
[],54,1,70,12/14/2023,0,-1,409273,115,42,CustInvc,169,0,,
[],54,1,69,11/28/2023,-17.5,-1,255185,109,34,CustInvc,162,-70,,
[],54,1,69,11/30/2023,555,-1,,,22,Journal,,,,
[],54,1,69,11/28/2023,-16.25,-1,138620,109,34,CustInvc,162,-65,,
[],54,1,69,11/27/2023,-500,-1,352336,7,22,CustInvc,161,-1,,
[],54,1,69,11/20/2023,425,-1,1938,15,15,CustCred,147,1,,
[],54,1,69,11/29/2023,-14,-1,54772,7,22,CustInvc,151,-1,,
[],54,1,69,11/22/2023,-9.5,-1,255185,109,34,CustInvc,162,-38,,
[],54,1,114,4/4/2025,-1000,-1,698181,15,15,CustInvc,171,-1,,
[],54,1,114,4/24/2025,-1000,-1,352336,15,15,CustInvc,171,-1,,
[],54,1,114,4/28/2025,-15,-1,706504,15,15,CustInvc,172,-1,,
[],54,1,114,4/7/2025,-15,-1,392659,110,35,CustInvc,172,-1,,
[],54,1,114,4/7/2025,-50,-1,392659,110,35,CustInvc,197,-1,,
[],54,1,28,7/19/2022,0,-1,1947,14,16,CustInvc,128,0,,
[],54,1,112,3/31/2025,88.15,-1,,,6,Journal,,,,
[],54,1,114,4/22/2025,-15,-1,706504,15,15,CustInvc,172,-1,,
[],54,1,114,4/29/2025,-6.25,-1,776091,109,34,CustInvc,162,-25,,
[],54,1,114,4/28/2025,-11,-1,1939,15,15,CustInvc,181,-1,,
[],54,1,114,4/29/2025,-21.5,-1,754645,109,34,CustInvc,162,-86,,
[],54,1,114,4/29/2025,-15,-1,754645,109,34,CustInvc,172,-1,,
[],54,1,114,4/24/2025,-1000,-1,774188,14,16,CustInvc,171,-1,,
[],54,1,114,4/24/2025,-450,-1,1427,15,15,CustInvc,200,-1,,
[],54,1,114,4/29/2025,2065,-1,,,22,Journal,,,,
[],54,1,114,4/9/2025,-15,-1,392659,116,22,CustInvc,172,-1,,
[],54,1,114,4/10/2025,-45,-1,589492,15,15,CustInvc,172,-3,,
[],54,1,114,4/11/2025,-4000,-1,352336,15,15,CustInvc,171,-4,,
[],54,1,114,4/11/2025,-2000,-1,352336,116,22,CustInvc,171,-2,,
[],54,1,114,4/15/2025,-12,-1,1959,109,34,CustInvc,162,-48,,
[],54,1,114,4/15/2025,-15,-1,171751,11,6,CustInvc,172,-1,,
[],54,1,112,3/31/2025,4095,-1,,,15,Journal,,,,
[],54,1,114,4/15/2025,-50,-1,768582,116,22,CustInvc,197,-1,,
[],54,1,112,3/31/2025,0,-1,,,16,Journal,,,,
[],54,1,114,4/30/2025,-30,-1,362738,11,6,CustInvc,172,-2,,
[],54,1,115,5/1/2025,-50,-1,558275,110,35,CustInvc,197,-1,,
[],54,1,29,8/5/2022,0,-1,54772,8,3,CustInvc,141,0,,
[],54,1,29,8/8/2022,0,-1,1948,14,16,CustInvc,124,0,,
[],54,1,26,6/22/2022,0,-1,17156,9,4,CustInvc,134,0,,
[],54,1,29,8/4/2022,0,-1,1938,23,18,CustInvc,119,0,,
[],54,1,29,8/4/2022,0,-1,1938,23,18,CustInvc,120,0,,
[],54,1,29,8/4/2022,0,-1,1938,23,18,CustInvc,124,0,,
[],54,1,29,8/4/2022,0,-1,1938,23,18,CustInvc,125,0,,
[],54,1,29,8/4/2022,0,-1,1938,23,18,CustInvc,126,0,,
[],54,1,28,7/6/2022,0,-1,1938,14,16,CustInvc,129,0,,
[],54,1,28,7/15/2022,0,-1,1942,15,15,CustInvc,124,0,,
[],54,1,28,7/15/2022,0,-1,1942,15,15,CustInvc,125,0,,
[],54,1,28,7/15/2022,0,-1,1942,15,15,CustInvc,126,0,,
[],54,1,28,7/6/2022,0,-1,1938,14,16,CustInvc,119,0,,
[],54,1,28,7/6/2022,0,-1,1938,14,16,CustInvc,120,0,,
[],54,1,28,7/6/2022,0,-1,1938,14,16,CustInvc,124,0,,
[],54,1,28,7/6/2022,0,-1,1938,14,16,CustInvc,125,0,,
[],54,1,28,7/6/2022,0,-1,1938,14,16,CustInvc,126,0,,
[],54,1,28,7/19/2022,0,-1,1947,14,16,CustInvc,124,0,,
[],54,1,28,7/19/2022,0,-1,1947,14,16,CustInvc,127,0,,
[],54,1,29,8/4/2022,0,-1,1938,14,16,CustInvc,129,0,,
[],54,1,28,7/27/2022,0,-1,1938,23,18,CustInvc,125,0,,
[],54,1,28,7/19/2022,0,-1,1950,15,15,CustInvc,124,0,,
[],54,1,28,7/19/2022,0,-1,1950,15,15,CustInvc,125,0,,
[],54,1,28,7/19/2022,0,-1,1950,15,15,CustInvc,126,0,,
[],54,1,26,6/22/2022,0,-1,17156,9,4,CustInvc,135,0,,
[],54,1,28,7/27/2022,0,-1,1938,23,18,CustInvc,119,0,,
[],54,1,28,7/27/2022,0,-1,1938,23,18,CustInvc,120,0,,
[],54,1,28,7/27/2022,0,-1,1938,23,18,CustInvc,124,0,,
[],54,1,28,7/27/2022,0,-1,1938,23,18,CustInvc,126,0,,
[],54,1,28,7/28/2022,0,-1,47771,106,15,CustInvc,121,0,,
[],54,1,28,7/28/2022,0,-1,47771,106,15,CustInvc,122,0,,
[],54,1,29,8/5/2022,0,-1,1938,14,16,CustInvc,126,0,,
[],54,1,29,8/5/2022,0,-1,1938,14,16,CustInvc,129,0,,
[],54,1,29,8/5/2022,0,-1,1938,14,16,CustInvc,119,0,,
[],54,1,29,8/5/2022,0,-1,1938,14,16,CustInvc,120,0,,
[],54,1,29,8/5/2022,0,-1,1938,14,16,CustInvc,124,0,,
[],54,1,29,8/5/2022,0,-1,1938,14,16,CustInvc,125,0,,
[],54,1,29,8/5/2022,0,-1,1938,14,16,CustInvc,127,0,,
[],54,1,28,7/1/2022,0,-1,1938,23,18,CustInvc,126,0,,
[],54,1,28,7/20/2022,0,-1,1951,14,16,CustInvc,124,0,,
[],54,1,28,7/21/2022,0,-1,42267,23,18,CustInvc,124,0,,
[],54,1,28,7/21/2022,0,-1,1939,23,18,CustInvc,129,0,,
[],54,1,26,6/29/2022,0,-1,23158,11,6,CustInvc,130,0,,
[],54,1,29,8/4/2022,0,-1,1938,23,18,CustInvc,129,0,,
[],54,1,26,6/21/2022,0,-1,1941,15,15,CustInvc,129,0,,
[],54,1,29,8/1/2022,0,-1,1955,15,15,CustInvc,129,0,,
[],54,1,29,8/8/2022,0,-1,1948,14,16,CustInvc,125,0,,
[],54,1,29,8/8/2022,0,-1,1948,14,16,CustInvc,126,0,,
[],54,1,28,7/1/2022,0,-1,1938,23,18,CustInvc,119,0,,
[],54,1,28,7/1/2022,0,-1,1938,23,18,CustInvc,120,0,,
[],54,1,28,7/1/2022,0,-1,1938,23,18,CustInvc,124,0,,
[],54,1,28,7/1/2022,0,-1,1938,23,18,CustInvc,125,0,,
[],54,1,26,6/21/2022,0,-1,1941,15,15,CustInvc,120,0,,
[],54,1,29,8/3/2022,0,-1,1939,15,15,CustInvc,129,0,,
[],54,1,26,6/15/2022,0,-1,1938,23,18,CustInvc,129,0,,
[],54,1,26,6/21/2022,0,-1,14549,23,18,CustInvc,125,0,,
[],54,1,26,6/21/2022,0,-1,14549,23,18,CustInvc,126,0,,
[],54,1,26,6/21/2022,0,-1,1941,15,15,CustInvc,119,0,,
[],54,1,26,6/21/2022,0,-1,1941,15,15,CustInvc,125,0,,
[],54,1,26,6/21/2022,0,-1,1941,15,15,CustInvc,126,0,,
[],54,1,26,6/24/2022,0,-1,1945,14,16,CustInvc,125,0,,
[],54,1,26,6/24/2022,0,-1,1945,14,16,CustInvc,126,0,,
[],54,1,26,6/16/2022,0,-1,1951,23,18,CustInvc,124,0,,
[],54,1,26,6/16/2022,0,-1,1951,23,18,CustInvc,125,0,,
[],54,1,26,6/16/2022,0,-1,1951,23,18,CustInvc,126,0,,
[],54,1,26,6/16/2022,0,-1,1938,23,18,CustInvc,129,0,,
[],54,1,29,8/1/2022,0,-1,1941,15,15,CustInvc,125,0,,
[],54,1,29,8/1/2022,0,-1,1941,15,15,CustInvc,119,0,,
[],54,1,29,8/1/2022,0,-1,1941,15,15,CustInvc,120,0,,
[],54,1,29,8/1/2022,0,-1,1941,15,15,CustInvc,124,0,,
[],54,1,29,8/1/2022,0,-1,1941,15,15,CustInvc,126,0,,
[],54,1,26,6/16/2022,0,-1,14549,23,18,CustInvc,129,0,,
[],54,1,26,6/23/2022,0,-1,17457,23,18,CustInvc,129,0,,
[],54,1,26,6/24/2022,0,-1,1956,15,15,CustInvc,119,0,,
[],54,1,26,6/24/2022,0,-1,1956,15,15,CustInvc,120,0,,
[],54,1,26,6/24/2022,0,-1,1956,15,15,CustInvc,124,0,,
[],54,1,26,6/24/2022,0,-1,1956,15,15,CustInvc,125,0,,
[],54,1,26,6/24/2022,0,-1,1956,15,15,CustInvc,126,0,,
[],54,1,26,6/14/2022,0,-1,13244,14,16,CustInvc,127,0,,
[],54,1,26,6/14/2022,0,-1,13244,14,16,CustInvc,128,0,,
[],54,1,28,7/6/2022,0,-1,1945,15,15,CustInvc,126,0,,
[],54,1,26,6/29/2022,0,-1,1940,14,16,CustInvc,129,0,,
[],54,1,30,9/19/2022,0,-1,1959,14,16,CustInvc,147,0,,
[],54,1,26,6/30/2022,0,-1,24260,8,3,CustInvc,136,0,,
[],54,1,26,6/30/2022,0,-1,24260,8,3,CustInvc,137,0,,
[],54,1,26,6/30/2022,0,-1,24260,8,3,CustInvc,138,0,,
[],54,1,28,7/6/2022,0,-1,1945,15,15,CustInvc,119,0,,
[],54,1,28,7/6/2022,0,-1,1945,15,15,CustInvc,120,0,,
[],54,1,28,7/6/2022,0,-1,1945,15,15,CustInvc,124,0,,
[],54,1,28,7/6/2022,0,-1,1945,15,15,CustInvc,125,0,,
[],54,1,28,7/6/2022,0,-1,1945,15,15,CustInvc,129,0,,
[],54,1,28,7/13/2022,0,-1,1948,15,15,CustInvc,127,0,,
[],54,1,28,7/13/2022,0,-1,1948,15,15,CustInvc,124,0,,
[],54,1,28,7/13/2022,0,-1,1948,15,15,CustInvc,125,0,,
[],54,1,28,7/13/2022,0,-1,1948,15,15,CustInvc,126,0,,
[],54,1,26,6/14/2022,0,-1,1951,15,15,CustInvc,124,0,,
[],54,1,26,6/14/2022,0,-1,1951,15,15,CustInvc,125,0,,
[],54,1,26,6/14/2022,0,-1,1951,15,15,CustInvc,126,0,,
[],54,1,28,7/14/2022,0,-1,36866,15,15,CustInvc,125,0,,
[],54,1,28,7/14/2022,0,-1,36866,15,15,CustInvc,119,0,,
[],54,1,28,7/14/2022,0,-1,36866,15,15,CustInvc,120,0,,
[],54,1,28,7/14/2022,0,-1,36866,15,15,CustInvc,124,0,,
[],54,1,28,7/14/2022,0,-1,36866,15,15,CustInvc,126,0,,
[],54,1,28,7/14/2022,0,-1,36866,15,15,CustInvc,129,0,,
[],54,1,28,7/15/2022,0,-1,1955,15,15,CustInvc,124,0,,
[],54,1,28,7/15/2022,0,-1,1955,15,15,CustInvc,125,0,,
[],54,1,28,7/15/2022,0,-1,1955,15,15,CustInvc,126,0,,
[],54,1,28,7/21/2022,0,-1,1939,23,18,CustInvc,120,0,,
[],54,1,28,7/18/2022,0,-1,1313,14,16,CustInvc,139,0,,
[],54,1,28,7/19/2022,0,-1,1938,23,18,CustInvc,125,0,,
[],54,1,28,7/19/2022,0,-1,1938,23,18,CustInvc,126,0,,
[],54,1,28,7/19/2022,0,-1,1950,21,15,CustInvc,124,0,,
[],54,1,28,7/20/2022,0,-1,12843,15,15,CustInvc,120,0,,
[],54,1,26,6/30/2022,0,-1,,,16,Journal,,,,
[],54,1,28,7/21/2022,0,-1,1939,23,18,CustInvc,119,0,,
[],54,1,28,7/21/2022,0,-1,1939,23,18,CustInvc,124,0,,
[],54,1,28,7/21/2022,0,-1,1939,23,18,CustInvc,125,0,,
[],54,1,28,7/21/2022,0,-1,1939,23,18,CustInvc,126,0,,
[],54,1,28,7/22/2022,0,-1,42968,9,4,CustInvc,134,0,,
[],54,1,28,7/22/2022,0,-1,42968,9,4,CustInvc,135,0,,
[],54,1,26,6/13/2022,0,-1,1938,15,15,CustInvc,119,0,,
[],54,1,26,6/13/2022,0,-1,1938,15,15,CustInvc,120,0,,
[],54,1,26,6/10/2022,0,-1,1948,14,16,CustInvc,124,0,,
[],54,1,26,6/10/2022,0,-1,1948,14,16,CustInvc,127,0,,
[],54,1,26,6/10/2022,0,-1,1948,14,16,CustInvc,128,0,,
[],54,1,26,6/10/2022,0,-1,1948,14,16,CustInvc,129,0,,
[],54,1,26,6/9/2022,0,-1,11541,106,15,CustInvc,121,0,,
[],54,1,26,6/9/2022,0,-1,11541,106,15,CustInvc,122,0,,
[],54,1,26,6/13/2022,0,-1,1940,15,15,CustInvc,119,0,,
[],54,1,26,6/13/2022,0,-1,1940,15,15,CustInvc,120,0,,
[],54,1,26,6/13/2022,0,-1,1940,15,15,CustInvc,124,0,,
[],54,1,26,6/13/2022,0,-1,1940,15,15,CustInvc,125,0,,
[],54,1,26,6/13/2022,0,-1,1940,15,15,CustInvc,126,0,,
[],54,1,26,6/13/2022,0,-1,1940,15,15,CustInvc,129,0,,
[],54,1,26,6/13/2022,0,-1,1956,14,16,CustInvc,129,0,,
[],54,1,26,6/10/2022,0,-1,11541,106,15,CustInvc,121,0,,
[],54,1,26,6/10/2022,0,-1,11541,106,15,CustInvc,122,0,,
[],54,1,26,6/10/2022,0,-1,1948,23,18,CustInvc,124,0,,
[],54,1,26,6/10/2022,0,-1,1948,23,18,CustInvc,129,0,,
[],54,1,26,6/15/2022,0,-1,1962,14,16,CustInvc,129,0,,
[],54,1,26,6/15/2022,0,-1,1962,14,16,CustInvc,124,0,,
[],54,1,26,6/15/2022,0,-1,1962,14,16,CustInvc,125,0,,
[],54,1,26,6/15/2022,0,-1,1962,14,16,CustInvc,126,0,,
[],54,1,26,6/30/2022,0,-1,24259,15,15,CustInvc,129,0,,
[],54,1,28,7/13/2022,0,-1,1951,14,16,CustInvc,124,0,,
[],54,1,28,7/13/2022,0,-1,1951,14,16,CustInvc,125,0,,
[],54,1,28,7/13/2022,0,-1,1951,14,16,CustInvc,126,0,,
[],54,1,28,7/13/2022,0,-1,1941,19,15,CustInvc,119,0,,
[],54,1,28,7/13/2022,0,-1,1941,19,15,CustInvc,120,0,,
[],54,1,28,7/13/2022,0,-1,1941,19,15,CustInvc,124,0,,
[],54,1,28,7/13/2022,0,-1,1941,19,15,CustInvc,125,0,,
[],54,1,28,7/13/2022,0,-1,1941,19,15,CustInvc,126,0,,
[],54,1,26,6/14/2022,0,-1,13244,14,16,CustInvc,124,0,,
[],54,1,26,6/14/2022,0,-1,13244,14,16,CustInvc,125,0,,
[],54,1,26,6/14/2022,0,-1,13244,14,16,CustInvc,126,0,,
[],54,1,26,6/14/2022,0,-1,13244,14,16,CustInvc,129,0,,
